"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"y.sim[18,2,2]",0.00199600798403194,0.0446543835481118,0,0,0,0,0,1.1043967669635,1000
"y.sim[18,2,3]",0.00199600798403194,0.0446543835481118,0,0,0,0,0,1.29240053145899,500
"y.sim[18,3,1]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[18,3,2]",0.00199600798403194,0.0446543835481118,0,0,0,0,0,1.1043967669635,1000
"y.sim[18,3,3]",0.00499001996007984,0.0704987930420034,0,0,0,0,0,1.07087413383454,1000
"y.sim[18,4,1]",0.8812375249501,0.323670361581186,0,1,1,1,1,1.00831266998219,490
"y.sim[18,4,2]",0.885229540918164,0.318903900114252,0,1,1,1,1,0.999812480531744,1000
"y.sim[18,4,3]",0.890219560878243,0.312772002217647,0,1,1,1,1,1.00228022168616,1000
"y.sim[18,5,1]",0.00698602794411178,0.083331588552844,0,0,0,0,0,1.0374742055174,1000
"y.sim[18,5,2]",0.00698602794411178,0.083331588552844,0,0,0,0,0,1.11129832334508,540
"y.sim[18,5,3]",0.00698602794411178,0.083331588552844,0,0,0,0,0,1.06413390644591,1000
"y.sim[19,1,1]",0,0,0,0,0,0,0,1,1
"y.sim[19,1,2]",0.00199600798403194,0.0446543835481118,0,0,0,0,0,1.1043967669635,1000
"y.sim[19,1,3]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[19,2,1]",0.00199600798403194,0.0446543835481118,0,0,0,0,0,1.1043967669635,1000
"y.sim[19,2,2]",0.00199600798403194,0.0446543835481118,0,0,0,0,0,1.1043967669635,1000
"y.sim[19,2,3]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[19,3,1]",0.00199600798403194,0.0446543835481118,0,0,0,0,0,1.29240053145899,500
"y.sim[19,3,2]",0.00199600798403194,0.0446543835481118,0,0,0,0,0,1.1043967669635,1000
"y.sim[19,3,3]",0.00199600798403194,0.0446543835481118,0,0,0,0,0,1.1043967669635,1000
"y.sim[19,4,1]",0.887225548902196,0.316474850020113,0,1,1,1,1,1.01586307022434,290
"y.sim[19,4,2]",0.893213572854291,0.308995750652801,0,1,1,1,1,1.00577259486214,720
"y.sim[19,4,3]",0.87624750499002,0.329463419022944,0,1,1,1,1,1.00057997128569,1000
"y.sim[19,5,1]",0.903193612774451,0.295841609955295,0,1,1,1,1,1.00283370562305,1000
"y.sim[19,5,2]",0.895209580838323,0.306436131820546,0,1,1,1,1,1.00273090676023,1000
"y.sim[19,5,3]",0.924151696606786,0.264887454551055,0,1,1,1,1,1.00346080910889,1000
"y.sim[20,1,1]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[20,1,2]",0.0029940119760479,0.0546628752823863,0,0,0,0,0,1.13338957087242,1000
"y.sim[20,1,3]",0,0,0,0,0,0,0,1,1
"y.sim[20,2,1]",0.00199600798403194,0.0446543835481118,0,0,0,0,0,1.1043967669635,1000
"y.sim[20,2,2]",0.0029940119760479,0.0546628752823863,0,0,0,0,0,1.29408871357477,330
"y.sim[20,2,3]",0.0029940119760479,0.0546628752823863,0,0,0,0,0,1.29408871357477,330
"y.sim[20,3,1]",0.00199600798403194,0.0446543835481118,0,0,0,0,0,1.1043967669635,1000
"y.sim[20,3,2]",0,0,0,0,0,0,0,1,1
"y.sim[20,3,3]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[20,4,1]",0.883233532934132,0.321302175941945,0,1,1,1,1,1.00867965774868,470
"y.sim[20,4,2]",0.899201596806387,0.301211939744759,0,1,1,1,1,1.00146762173603,1000
"y.sim[20,4,3]",0.892215568862275,0.310262821521862,0,1,1,1,1,1.01394091137598,330
"y.sim[20,5,1]",0.00598802395209581,0.0771888187663529,0,0,0,0,0,1.1346069849435,500
"y.sim[20,5,2]",0.00499001996007984,0.0704987930420034,0,0,0,0,0,1.1159447943274,710
"y.sim[20,5,3]",0.00499001996007984,0.0704987930420034,0,0,0,0,0,1.1159447943274,710
"y.sim[21,1,1]",0,0,0,0,0,0,0,1,1
"y.sim[21,1,2]",0,0,0,0,0,0,0,1,1
"y.sim[21,1,3]",0,0,0,0,0,0,0,1,1
"y.sim[21,2,1]",0.00199600798403194,0.0446543835481118,0,0,0,0,0,1.29240053145899,500
"y.sim[21,2,2]",0,0,0,0,0,0,0,1,1
"y.sim[21,2,3]",0.0029940119760479,0.0546628752823863,0,0,0,0,0,0.999498878428607,1000
"y.sim[21,3,1]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[21,3,2]",0,0,0,0,0,0,0,1,1
"y.sim[21,3,3]",0,0,0,0,0,0,0,1,1
"y.sim[21,4,1]",0.0129740518962076,0.113218897744779,0,0,0,0,0,1.04409084714622,800
"y.sim[21,4,2]",0.0189620758483034,0.13645914941631,0,0,0,0,0,0.999936965749213,1000
"y.sim[21,4,3]",0.0209580838323353,0.143315529160738,0,0,0,0,0,0.999498878428607,1000
"y.sim[21,5,1]",0.908183632734531,0.288910755747843,0,1,1,1,1,0.999594391724102,1000
"y.sim[21,5,2]",0.899201596806387,0.301211939744759,0,1,1,1,1,1.01219199661874,400
"y.sim[21,5,3]",0.911177644710579,0.284629226508205,0,1,1,1,1,0.999818741698565,1000
"y.sim[22,1,1]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[22,1,2]",0.00199600798403194,0.0446543835481118,0,0,0,0,0,1.1043967669635,1000
"y.sim[22,1,3]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[22,2,1]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[22,2,2]",0.00399201596806387,0.0630876523912842,0,0,0,0,0,1.02859268219776,1000
"y.sim[22,2,3]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[22,3,1]",0,0,0,0,0,0,0,1,1
"y.sim[22,3,2]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[22,3,3]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[22,4,1]",0.880239520958084,0.324843376561189,0,1,1,1,1,1.00017904106495,1000
"y.sim[22,4,2]",0.901197604790419,0.298545529929374,0,1,1,1,1,1.01668672166845,310
"y.sim[22,4,3]",0.883233532934132,0.321302175941945,0,1,1,1,1,1.00032010748983,1000
"y.sim[22,5,1]",0.926147704590818,0.261660970868879,0,1,1,1,1,1.01619355514897,410
"y.sim[22,5,2]",0.92315369261477,0.266480435508554,0,1,1,1,1,1.0202513333688,320
"y.sim[22,5,3]",0.921157684630739,0.269627072690227,0,1,1,1,1,1.01037650305775,580
"y.sim[23,1,1]",0.00199600798403194,0.0446543835481118,0,0,0,0,0,1.1043967669635,1000
"y.sim[23,1,2]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[23,1,3]",0.00199600798403194,0.0446543835481118,0,0,0,0,0,1.29240053145899,500
"y.sim[23,2,1]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[23,2,2]",0,0,0,0,0,0,0,1,1
"y.sim[23,2,3]",0.00199600798403194,0.0446543835481118,0,0,0,0,0,1.1043967669635,1000
"y.sim[23,3,1]",0.00199600798403194,0.0446543835481118,0,0,0,0,0,1.1043967669635,1000
"y.sim[23,3,2]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[23,3,3]",0.0029940119760479,0.0546628752823863,0,0,0,0,0,1.13338957087242,1000
"y.sim[23,4,1]",0.875249500998004,0.330600802682051,0,1,1,1,1,1.00426351681338,790
"y.sim[23,4,2]",0.877245508982036,0.328319058539997,0,1,1,1,1,1.00247633526366,1000
"y.sim[23,4,3]",0.885229540918164,0.318903900114252,0,1,1,1,1,1.00231279339279,1000
"y.sim[23,5,1]",0.913173652694611,0.281721034080503,0,1,1,1,1,1.00135324346668,1000
"y.sim[23,5,2]",0.930139720558882,0.255038694521867,0,1,1,1,1,1.01056741090222,630
"y.sim[23,5,3]",0.915169660678643,0.278768200209845,0,1,1,1,1,1.00252665796639,1000
"y.sim[24,1,1]",0.00499001996007984,0.0704987930420034,0,0,0,0,0,1.19045310192301,380
"y.sim[24,1,2]",0.0029940119760479,0.0546628752823863,0,0,0,0,0,0.999498878428607,1000
"y.sim[24,1,3]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[24,2,1]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[24,2,2]",0.0029940119760479,0.0546628752823863,0,0,0,0,0,0.999498878428607,1000
"y.sim[24,2,3]",0,0,0,0,0,0,0,1,1
"y.sim[24,3,1]",0,0,0,0,0,0,0,1,1
"y.sim[24,3,2]",0.00399201596806387,0.0630876523912842,0,0,0,0,0,1.02859268219776,1000
"y.sim[24,3,3]",0.0029940119760479,0.0546628752823863,0,0,0,0,0,0.999498878428607,1000
"y.sim[24,4,1]",0.875249500998004,0.330600802682051,0,1,1,1,1,1.00153172564356,1000
"y.sim[24,4,2]",0.877245508982036,0.328319058539997,0,1,1,1,1,0.999665295159436,1000
"y.sim[24,4,3]",0.880239520958084,0.324843376561189,0,1,1,1,1,1.00017904106495,1000
"y.sim[24,5,1]",0.00998003992015968,0.099450034145328,0,0,0,0,0,1.03248324291175,1000
"y.sim[24,5,2]",0.00898203592814371,0.0943941281289333,0,0,0,0,0,1.06660796109231,750
"y.sim[24,5,3]",0.00998003992015968,0.099450034145328,0,0,0,0,0,1.03248324291175,1000
"y.sim[25,1,1]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[25,1,2]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[25,1,3]",0.0029940119760479,0.0546628752823863,0,0,0,0,0,1.29408871357477,330
"y.sim[25,2,1]",0,0,0,0,0,0,0,1,1
"y.sim[25,2,2]",0.00199600798403194,0.0446543835481118,0,0,0,0,0,1.29240053145899,500
"y.sim[25,2,3]",0.0029940119760479,0.0546628752823863,0,0,0,0,0,1.13338957087242,1000
"y.sim[25,3,1]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[25,3,2]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[25,3,3]",0.00399201596806387,0.0630876523912842,0,0,0,0,0,1.10491469372745,1000
"y.sim[25,4,1]",0.0189620758483034,0.13645914941631,0,0,0,0,0,1.00419845801089,1000
"y.sim[25,4,2]",0.0219560878243513,0.146613337037484,0,0,0,0,0,1.03646894131784,580
"y.sim[25,4,3]",0.0199600798403194,0.139932902442591,0,0,0,0,0,1.02974793266577,790
"y.sim[25,5,1]",0.92814371257485,0.258378767931252,0,1,1,1,1,0.999857185978539,1000
"y.sim[25,5,2]",0.930139720558882,0.255038694521867,0,1,1,1,1,0.999713386184791,1000
"y.sim[25,5,3]",0.904191616766467,0.294475261320965,0,1,1,1,1,1.00267556503145,1000
"y.sim[26,1,1]",0,0,0,0,0,0,0,1,1
"y.sim[26,1,2]",0,0,0,0,0,0,0,1,1
"y.sim[26,1,3]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[26,2,1]",0,0,0,0,0,0,0,1,1
"y.sim[26,2,2]",0,0,0,0,0,0,0,1,1
"y.sim[26,2,3]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[26,3,1]",0,0,0,0,0,0,0,1,1
"y.sim[26,3,2]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[26,3,3]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[26,4,1]",0.00499001996007984,0.0704987930420034,0,0,0,0,0,1.1159447943274,710
"y.sim[26,4,2]",0.00598802395209581,0.0771888187663529,0,0,0,0,0,1.1346069849435,500
"y.sim[26,4,3]",0.00499001996007984,0.0704987930420034,0,0,0,0,0,1.19045310192301,380
"y.sim[26,5,1]",0,0,0,0,0,0,0,1,1
"y.sim[26,5,2]",0,0,0,0,0,0,0,1,1
"y.sim[26,5,3]",0,0,0,0,0,0,0,1,1
"deviance",82.7656487025948,4.89055366121568,78.9202499845584,79.77,81.0949998458598,83.3374998875011,96.0941994517175,0.999549717726142,1000
