"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"y.sim[1,2,3]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[1,3,1]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[1,3,2]",0,0,0,0,0,0,0,1,1
"y.sim[1,3,3]",0,0,0,0,0,0,0,1,1
"y.sim[1,4,1]",0.88622754491018,0.317693265759052,0,1,1,1,1,1.00303237971453,1000
"y.sim[1,4,2]",0.902195608782435,0.297198322367171,0,1,1,1,1,1.00238595547338,1000
"y.sim[1,4,3]",0.870259481037924,0.336185531846787,0,1,1,1,1,1.00025743112518,1000
"y.sim[1,5,1]",0.891217564870259,0.311521538423841,0,1,1,1,1,1.01204456196722,380
"y.sim[1,5,2]",0.911177644710579,0.284629226508205,0,1,1,1,1,1.00693094303662,730
"y.sim[1,5,3]",0.906187624750499,0.291713112811818,0,1,1,1,1,0.999522299334714,1000
"y.sim[2,1,1]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[2,1,2]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[2,1,3]",0.00399201596806387,0.0630876523912842,0,0,0,0,0,1.02859268219776,1000
"y.sim[2,2,1]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[2,2,2]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[2,2,3]",0.00199600798403194,0.0446543835481118,0,0,0,0,0,1.1043967669635,1000
"y.sim[2,3,1]",0.00598802395209581,0.0771888187663529,0,0,0,0,0,1.10579615804948,660
"y.sim[2,3,2]",0.00499001996007984,0.0704987930420034,0,0,0,0,0,1.1159447943274,710
"y.sim[2,3,3]",0.0029940119760479,0.0546628752823863,0,0,0,0,0,1.13338957087242,1000
"y.sim[2,4,1]",0.883233532934132,0.321302175941945,0,1,1,1,1,1.00002026546377,1000
"y.sim[2,4,2]",0.900199600798403,0.29988336074179,0,1,1,1,1,1.00041476631727,1000
"y.sim[2,4,3]",0.887225548902196,0.316474850020113,0,1,1,1,1,1.00976815098428,440
"y.sim[2,5,1]",0.898203592814371,0.302531388827408,0,1,1,1,1,1.00346486555227,1000
"y.sim[2,5,2]",0.916167664670659,0.277274597880342,0,1,1,1,1,1.0015399879072,1000
"y.sim[2,5,3]",0.922155688622755,0.268060230965262,0,1,1,1,1,1.00052078495801,1000
"y.sim[3,1,1]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[3,1,2]",0.00199600798403194,0.0446543835481118,0,0,0,0,0,1.1043967669635,1000
"y.sim[3,1,3]",0.00199600798403194,0.0446543835481118,0,0,0,0,0,1.1043967669635,1000
"y.sim[3,2,1]",0,0,0,0,0,0,0,1,1
"y.sim[3,2,2]",0.00199600798403194,0.0446543835481118,0,0,0,0,0,1.1043967669635,1000
"y.sim[3,2,3]",0,0,0,0,0,0,0,1,1
"y.sim[3,3,1]",0.00499001996007984,0.0704987930420034,0,0,0,0,0,1.01808479756771,1000
"y.sim[3,3,2]",0.00199600798403194,0.0446543835481118,0,0,0,0,0,1.1043967669635,1000
"y.sim[3,3,3]",0.0029940119760479,0.0546628752823863,0,0,0,0,0,0.999498878428607,1000
"y.sim[3,4,1]",0.879241516966068,0.326009112773375,0,1,1,1,1,1.00697903679542,550
"y.sim[3,4,2]",0.883233532934132,0.321302175941945,0,1,1,1,1,1.00145041801609,1000
"y.sim[3,4,3]",0.890219560878243,0.312772002217647,0,1,1,1,1,1.00006948501988,1000
"y.sim[3,5,1]",0.913173652694611,0.281721034080503,0,1,1,1,1,1.00441041115018,1000
"y.sim[3,5,2]",0.911177644710579,0.284629226508205,0,1,1,1,1,0.99952347966122,1000
"y.sim[3,5,3]",0.932135728542914,0.251638446254313,0,1,1,1,1,1.01109675962971,620
"y.sim[4,1,1]",0.00399201596806387,0.0630876523912842,0,0,0,0,0,1.16633105223844,570
"y.sim[4,1,2]",0,0,0,0,0,0,0,1,1
"y.sim[4,1,3]",0.00399201596806387,0.0630876523912842,0,0,0,0,0,1.16633105223844,570
"y.sim[4,2,1]",0.0029940119760479,0.0546628752823863,0,0,0,0,0,1.13338957087242,1000
"y.sim[4,2,2]",0,0,0,0,0,0,0,1,1
"y.sim[4,2,3]",0.0029940119760479,0.0546628752823863,0,0,0,0,0,1.13338957087242,1000
"y.sim[4,3,1]",0.00199600798403194,0.0446543835481118,0,0,0,0,0,1.1043967669635,1000
"y.sim[4,3,2]",0.00399201596806387,0.0630876523912842,0,0,0,0,0,1.02859268219776,1000
"y.sim[4,3,3]",0,0,0,0,0,0,0,1,1
"y.sim[4,4,1]",0.900199600798403,0.29988336074179,0,1,1,1,1,1.00406402623792,990
"y.sim[4,4,2]",0.868263473053892,0.338372992658919,0,1,1,1,1,1.00090014146883,1000
"y.sim[4,4,3]",0.879241516966068,0.326009112773375,0,1,1,1,1,1.00008036417229,1000
"y.sim[4,5,1]",0.915169660678643,0.278768200209845,0,1,1,1,1,1.00080461274621,1000
"y.sim[4,5,2]",0.901197604790419,0.298545529929374,0,1,1,1,1,1.00208325235882,1000
"y.sim[4,5,3]",0.913173652694611,0.281721034080503,0,1,1,1,1,1.00016458073937,1000
"y.sim[5,1,1]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[5,1,2]",0,0,0,0,0,0,0,1,1
"y.sim[5,1,3]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[5,2,1]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[5,2,2]",0,0,0,0,0,0,0,1,1
"y.sim[5,2,3]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[5,3,1]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[5,3,2]",0.00199600798403194,0.0446543835481118,0,0,0,0,0,1.1043967669635,1000
"y.sim[5,3,3]",0.00199600798403194,0.0446543835481118,0,0,0,0,0,1.1043967669635,1000
"y.sim[5,4,1]",0.8812375249501,0.323670361581186,0,1,1,1,1,1.01672693564258,260
"y.sim[5,4,2]",0.892215568862275,0.310262821521862,0,1,1,1,1,1.00044184928377,1000
"y.sim[5,4,3]",0.888223552894212,0.315248562673779,0,1,1,1,1,1.00523090292264,750
"y.sim[5,5,1]",0.898203592814371,0.302531388827408,0,1,1,1,1,0.999564207287687,1000
"y.sim[5,5,2]",0.912175648702595,0.283180624019385,0,1,1,1,1,1.00869751482103,610
"y.sim[5,5,3]",0.897205588822355,0.303841826931234,0,1,1,1,1,0.999585234751897,1000
"y.sim[6,1,1]",0.00199600798403194,0.0446543835481118,0,0,0,0,0,1.1043967669635,1000
"y.sim[6,1,2]",0.00199600798403194,0.0446543835481118,0,0,0,0,0,1.1043967669635,1000
"y.sim[6,1,3]",0.00499001996007984,0.0704987930420034,0,0,0,0,0,1.07087413383454,1000
"y.sim[6,2,1]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[6,2,2]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[6,2,3]",0.00199600798403194,0.0446543835481118,0,0,0,0,0,1.29240053145899,500
"y.sim[6,3,1]",0.00199600798403194,0.0446543835481118,0,0,0,0,0,1.1043967669635,1000
"y.sim[6,3,2]",0.00399201596806387,0.0630876523912842,0,0,0,0,0,1.02859268219776,1000
"y.sim[6,3,3]",0.0029940119760479,0.0546628752823863,0,0,0,0,0,1.13338957087242,1000
"y.sim[6,4,1]",0.0129740518962076,0.113218897744779,0,0,0,0,0,1.00152337832339,1000
"y.sim[6,4,2]",0.0129740518962076,0.113218897744779,0,0,0,0,0,1.00152337832339,1000
"y.sim[6,4,3]",0.0169660678642715,0.12920867604129,0,0,0,0,0,1.02107173354407,1000
"y.sim[6,5,1]",0.92814371257485,0.258378767931252,0,1,1,1,1,1.00384406619303,1000
"y.sim[6,5,2]",0.912175648702595,0.283180624019385,0,1,1,1,1,0.999822023102355,1000
"y.sim[6,5,3]",0.899201596806387,0.301211939744759,0,1,1,1,1,0.999784487205254,1000
"y.sim[7,1,1]",0.00399201596806387,0.0630876523912842,0,0,0,0,0,1.02859268219776,1000
"y.sim[7,1,2]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[7,1,3]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[7,2,1]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[7,2,2]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[7,2,3]",0,0,0,0,0,0,0,1,1
"y.sim[7,3,1]",0.00598802395209581,0.0771888187663529,0,0,0,0,0,1.10579615804948,660
"y.sim[7,3,2]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[7,3,3]",0.00199600798403194,0.0446543835481118,0,0,0,0,0,1.29240053145899,500
"y.sim[7,4,1]",0.882235528942116,0.32248998840669,0,1,1,1,1,1.00199333769476,1000
"y.sim[7,4,2]",0.86626746506986,0.340534691981475,0,1,1,1,1,1.006237360188,560
"y.sim[7,4,3]",0.875249500998004,0.330600802682051,0,1,1,1,1,1.00006431937811,1000
"y.sim[7,5,1]",0.906187624750499,0.291713112811818,0,1,1,1,1,0.999803393028522,1000
"y.sim[7,5,2]",0.92814371257485,0.258378767931252,0,1,1,1,1,0.999588443272949,1000
"y.sim[7,5,3]",0.914171656686627,0.280250285018226,0,1,1,1,1,1.00003368075763,1000
"y.sim[8,1,1]",0.0029940119760479,0.0546628752823863,0,0,0,0,0,0.999498878428607,1000
"y.sim[8,1,2]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[8,1,3]",0.00199600798403194,0.0446543835481118,0,0,0,0,0,1.29240053145899,500
"y.sim[8,2,1]",0,0,0,0,0,0,0,1,1
"y.sim[8,2,2]",0.00199600798403194,0.0446543835481118,0,0,0,0,0,1.29240053145899,500
"y.sim[8,2,3]",0.00399201596806387,0.0630876523912842,0,0,0,0,0,1.16633105223844,570
"y.sim[8,3,1]",0.00199600798403194,0.0446543835481118,0,0,0,0,0,1.1043967669635,1000
"y.sim[8,3,2]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[8,3,3]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[8,4,1]",0.905189620758483,0.293099141699853,0,1,1,1,1,1.00019253576973,1000
"y.sim[8,4,2]",0.868263473053892,0.338372992658919,0,1,1,1,1,1.00090014146883,1000
"y.sim[8,4,3]",0.867265469061876,0.339457031609187,0,1,1,1,1,1.0001390283731,1000
"y.sim[8,5,1]",0.912175648702595,0.283180624019385,0,1,1,1,1,1.00321706773277,1000
"y.sim[8,5,2]",0.911177644710579,0.284629226508205,0,1,1,1,1,1.00311483647516,1000
"y.sim[8,5,3]",0.924151696606786,0.264887454551055,0,1,1,1,1,1.00282399022264,1000
"y.sim[9,1,1]",0.00598802395209581,0.0771888187663529,0,0,0,0,0,1.10579615804948,660
"y.sim[9,1,2]",0.0029940119760479,0.0546628752823863,0,0,0,0,0,0.999498878428607,1000
"y.sim[9,1,3]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[9,2,1]",0.0029940119760479,0.0546628752823863,0,0,0,0,0,1.13338957087242,1000
"y.sim[9,2,2]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[9,2,3]",0.00399201596806387,0.0630876523912842,0,0,0,0,0,1.10491469372745,1000
"y.sim[9,3,1]",0.00499001996007984,0.0704987930420034,0,0,0,0,0,1.1159447943274,710
"y.sim[9,3,2]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[9,3,3]",0.00199600798403194,0.0446543835481118,0,0,0,0,0,1.1043967669635,1000
"y.sim[9,4,1]",0.883233532934132,0.321302175941945,0,1,1,1,1,1.01603116396384,270
"y.sim[9,4,2]",0.885229540918164,0.318903900114252,0,1,1,1,1,1.0005652805779,1000
"y.sim[9,4,3]",0.878243512974052,0.32716764802303,0,1,1,1,1,0.999517498178764,1000
"y.sim[9,5,1]",0.921157684630739,0.269627072690227,0,1,1,1,1,1.03618586460164,180
"y.sim[9,5,2]",0.905189620758483,0.293099141699853,0,1,1,1,1,1.00461821402476,950
"y.sim[9,5,3]",0.900199600798403,0.29988336074179,0,1,1,1,1,1.00022266388422,1000
"y.sim[10,1,1]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[10,1,2]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[10,1,3]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[10,2,1]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[10,2,2]",0,0,0,0,0,0,0,1,1
"y.sim[10,2,3]",0,0,0,0,0,0,0,1,1
"y.sim[10,3,1]",0.0029940119760479,0.0546628752823863,0,0,0,0,0,0.999498878428607,1000
"y.sim[10,3,2]",0,0,0,0,0,0,0,1,1
"y.sim[10,3,3]",0.00199600798403194,0.0446543835481118,0,0,0,0,0,1.29240053145899,500
"y.sim[10,4,1]",0.885229540918164,0.318903900114252,0,1,1,1,1,1.0005652805779,1000
"y.sim[10,4,2]",0.883233532934132,0.321302175941945,0,1,1,1,1,1.00200371100437,1000
"y.sim[10,4,3]",0.889221556886228,0.314014311499563,0,1,1,1,1,0.99955951659395,1000
"y.sim[10,5,1]",0.907185628742515,0.290317032730703,0,1,1,1,1,1.00747840376678,660
"y.sim[10,5,2]",0.909181636726547,0.287494132228903,0,1,1,1,1,0.999884762066193,1000
"y.sim[10,5,3]",0.915169660678643,0.278768200209845,0,1,1,1,1,1.00006899615285,1000
"y.sim[11,1,1]",0.00199600798403194,0.0446543835481118,0,0,0,0,0,1.1043967669635,1000
"y.sim[11,1,2]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[11,1,3]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[11,2,1]",0.00199600798403194,0.0446543835481118,0,0,0,0,0,1.1043967669635,1000
"y.sim[11,2,2]",0,0,0,0,0,0,0,1,1
"y.sim[11,2,3]",0,0,0,0,0,0,0,1,1
"y.sim[11,3,1]",0.00199600798403194,0.0446543835481118,0,0,0,0,0,1.1043967669635,1000
"y.sim[11,3,2]",0.00199600798403194,0.0446543835481118,0,0,0,0,0,1.29240053145899,500
"y.sim[11,3,3]",0.0029940119760479,0.0546628752823863,0,0,0,0,0,1.13338957087242,1000
"y.sim[11,4,1]",0.893213572854291,0.308995750652801,0,1,1,1,1,1.00710233343314,610
"y.sim[11,4,2]",0.882235528942116,0.32248998840669,0,1,1,1,1,0.999748036821716,1000
"y.sim[11,4,3]",0.8812375249501,0.323670361581186,0,1,1,1,1,1.01896405024911,230
"y.sim[11,5,1]",0.916167664670659,0.277274597880342,0,1,1,1,1,1.01532152434564,380
"y.sim[11,5,2]",0.925149700598802,0.263281048756411,0,1,1,1,1,0.999585138796286,1000
"y.sim[11,5,3]",0.920159680638723,0.271181185217341,0,1,1,1,1,0.999525980175611,1000
"y.sim[12,1,1]",0,0,0,0,0,0,0,1,1
"y.sim[12,1,2]",0.00199600798403194,0.0446543835481118,0,0,0,0,0,1.1043967669635,1000
"y.sim[12,1,3]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[12,2,1]",0.0029940119760479,0.0546628752823863,0,0,0,0,0,0.999498878428607,1000
"y.sim[12,2,2]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[12,2,3]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[12,3,1]",0.00499001996007984,0.0704987930420034,0,0,0,0,0,1.07087413383454,1000
"y.sim[12,3,2]",0.00399201596806387,0.0630876523912842,0,0,0,0,0,1.10491469372745,1000
"y.sim[12,3,3]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[12,4,1]",0.87624750499002,0.329463419022944,0,1,1,1,1,1.00324501674081,970
"y.sim[12,4,2]",0.885229540918164,0.318903900114252,0,1,1,1,1,1.01611455424302,280
"y.sim[12,4,3]",0.889221556886228,0.314014311499563,0,1,1,1,1,1.00004475442694,1000
"y.sim[12,5,1]",0.930139720558882,0.255038694521867,0,1,1,1,1,0.99952951957512,1000
"y.sim[12,5,2]",0.917165668662675,0.275769290888606,0,1,1,1,1,1.00805433661904,680
"y.sim[12,5,3]",0.917165668662675,0.275769290888606,0,1,1,1,1,0.999603712262984,1000
"y.sim[13,1,1]",0,0,0,0,0,0,0,1,1
"y.sim[13,1,2]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[13,1,3]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[13,2,1]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[13,2,2]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[13,2,3]",0,0,0,0,0,0,0,1,1
"y.sim[13,3,1]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[13,3,2]",0.00199600798403194,0.0446543835481118,0,0,0,0,0,1.1043967669635,1000
"y.sim[13,3,3]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[13,4,1]",0.897205588822355,0.303841826931234,0,1,1,1,1,1.00998776478046,470
"y.sim[13,4,2]",0.892215568862275,0.310262821521862,0,1,1,1,1,0.999933753804189,1000
"y.sim[13,4,3]",0.873253493013972,0.332854925172458,0,1,1,1,1,1.00061705839377,1000
"y.sim[13,5,1]",0.905189620758483,0.293099141699853,0,1,1,1,1,1.00199508871474,1000
"y.sim[13,5,2]",0.916167664670659,0.277274597880342,0,1,1,1,1,1.01158940501322,500
"y.sim[13,5,3]",0.911177644710579,0.284629226508205,0,1,1,1,1,0.999671099775092,1000
"y.sim[14,1,1]",0.00399201596806387,0.0630876523912842,0,0,0,0,0,1.10491469372745,1000
"y.sim[14,1,2]",0.00199600798403194,0.0446543835481118,0,0,0,0,0,1.1043967669635,1000
"y.sim[14,1,3]",0.00199600798403194,0.0446543835481118,0,0,0,0,0,1.1043967669635,1000
"y.sim[14,2,1]",0,0,0,0,0,0,0,1,1
"y.sim[14,2,2]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[14,2,3]",0,0,0,0,0,0,0,1,1
"y.sim[14,3,1]",0.00199600798403194,0.0446543835481118,0,0,0,0,0,1.1043967669635,1000
"y.sim[14,3,2]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[14,3,3]",0.00199600798403194,0.0446543835481118,0,0,0,0,0,1.1043967669635,1000
"y.sim[14,4,1]",0.892215568862275,0.310262821521862,0,1,1,1,1,1.01957971383574,240
"y.sim[14,4,2]",0.879241516966068,0.326009112773375,0,1,1,1,1,1.00002407656561,1000
"y.sim[14,4,3]",0.888223552894212,0.315248562673779,0,1,1,1,1,1.00489636586445,790
"y.sim[14,5,1]",0.00598802395209581,0.0771888187663529,0,0,0,0,0,1.10579615804948,660
"y.sim[14,5,2]",0.00598802395209581,0.0771888187663529,0,0,0,0,0,1.10579615804948,660
"y.sim[14,5,3]",0.00598802395209581,0.0771888187663529,0,0,0,0,0,1.10579615804948,660
"y.sim[15,1,1]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[15,1,2]",0.00199600798403194,0.0446543835481118,0,0,0,0,0,1.1043967669635,1000
"y.sim[15,1,3]",0.0029940119760479,0.0546628752823863,0,0,0,0,0,1.13338957087242,1000
"y.sim[15,2,1]",0,0,0,0,0,0,0,1,1
"y.sim[15,2,2]",0.00199600798403194,0.0446543835481118,0,0,0,0,0,1.1043967669635,1000
"y.sim[15,2,3]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[15,3,1]",0.00199600798403194,0.0446543835481118,0,0,0,0,0,1.29240053145899,500
"y.sim[15,3,2]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[15,3,3]",0.0029940119760479,0.0546628752823863,0,0,0,0,0,1.13338957087242,1000
"y.sim[15,4,1]",0.885229540918164,0.318903900114252,0,1,1,1,1,1.00028441628965,1000
"y.sim[15,4,2]",0.897205588822355,0.303841826931234,0,1,1,1,1,1.00710236309197,630
"y.sim[15,4,3]",0.902195608782435,0.297198322367171,0,1,1,1,1,1.00085984041605,1000
"y.sim[15,5,1]",0.921157684630739,0.269627072690227,0,1,1,1,1,1.00029211088305,1000
"y.sim[15,5,2]",0.906187624750499,0.291713112811818,0,1,1,1,1,1.00393582033883,1000
"y.sim[15,5,3]",0.896207584830339,0.305143370149196,0,1,1,1,1,1.00011211072582,1000
"y.sim[16,1,1]",0,0,0,0,0,0,0,1,1
"y.sim[16,1,2]",0.00399201596806387,0.0630876523912842,0,0,0,0,0,1.02859268219776,1000
"y.sim[16,1,3]",0.00399201596806387,0.0630876523912842,0,0,0,0,0,1.10491469372745,1000
"y.sim[16,2,1]",0.0029940119760479,0.0546628752823863,0,0,0,0,0,1.13338957087242,1000
"y.sim[16,2,2]",0,0,0,0,0,0,0,1,1
"y.sim[16,2,3]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[16,3,1]",0.0029940119760479,0.0546628752823863,0,0,0,0,0,1.29408871357477,330
"y.sim[16,3,2]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[16,3,3]",0.00199600798403194,0.0446543835481118,0,0,0,0,0,1.1043967669635,1000
"y.sim[16,4,1]",0.879241516966068,0.326009112773375,0,1,1,1,1,1.00827203367872,480
"y.sim[16,4,2]",0.887225548902196,0.316474850020113,0,1,1,1,1,1.00358413143848,980
"y.sim[16,4,3]",0.885229540918164,0.318903900114252,0,1,1,1,1,1.00793726893519,520
"y.sim[16,5,1]",0.915169660678643,0.278768200209845,0,1,1,1,1,1.00643037565474,800
"y.sim[16,5,2]",0.902195608782435,0.297198322367171,0,1,1,1,1,1.00698664727375,670
"y.sim[16,5,3]",0.906187624750499,0.291713112811818,0,1,1,1,1,1.01537658564525,350
"y.sim[17,1,1]",0,0,0,0,0,0,0,1,1
"y.sim[17,1,2]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[17,1,3]",0,0,0,0,0,0,0,1,1
"y.sim[17,2,1]",0.00199600798403194,0.0446543835481118,0,0,0,0,0,1.1043967669635,1000
"y.sim[17,2,2]",0,0,0,0,0,0,0,1,1
"y.sim[17,2,3]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[17,3,1]",0.00199600798403194,0.0446543835481118,0,0,0,0,0,1.1043967669635,1000
"y.sim[17,3,2]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
"y.sim[17,3,3]",0.0029940119760479,0.0546628752823863,0,0,0,0,0,1.29408871357477,330
"y.sim[17,4,1]",0.884231536926148,0.320106841372595,0,1,1,1,1,1.00081677481104,1000
"y.sim[17,4,2]",0.918163672654691,0.274252086502061,0,1,1,1,1,1.00409065963276,1000
"y.sim[17,4,3]",0.899201596806387,0.301211939744759,0,1,1,1,1,1.01831206224019,280
"y.sim[17,5,1]",0.919161676646707,0.272722786158936,0,1,1,1,1,1.00281119396784,1000
"y.sim[17,5,2]",0.912175648702595,0.283180624019385,0,1,1,1,1,0.999822023102355,1000
"y.sim[17,5,3]",0.915169660678643,0.278768200209845,0,1,1,1,1,1.00106188264664,1000
"y.sim[18,1,1]",0.0029940119760479,0.0546628752823863,0,0,0,0,0,0.999498878428607,1000
"y.sim[18,1,2]",0.00199600798403194,0.0446543835481118,0,0,0,0,0,1.29240053145899,500
"y.sim[18,1,3]",0.00499001996007984,0.0704987930420034,0,0,0,0,0,1.01808479756771,1000
"y.sim[18,2,1]",0.000998003992015968,0.0315912011803282,0,0,0,0,0,1.29072446123633,1000
